method,latency_us
sleep_for,1.000000
sleep_for,1.000000
sleep_for,14.132861
sleep_for,3.535424
sleep_for,2.633184
sleep_for,8.326830
sleep_for,9.034140
sleep_for,2.018766
sleep_for,5.914614
sleep_for,7.372849
sleep_for,5.315994
sleep_for,1.000000
sleep_for,10.432656
sleep_for,3.872812
sleep_for,1.659720
sleep_for,2.768911
sleep_for,1.000000
sleep_for,1.000000
sleep_for,7.252495
sleep_for,1.000000
sleep_for,2.694118
sleep_for,3.696062
sleep_for,1.000000
sleep_for,18.074088
sleep_for,1.281727
sleep_for,1.813456
sleep_for,1.811615
sleep_for,1.309530
sleep_for,1.000000
sleep_for,6.534548
sleep_for,17.032884
sleep_for,1.269905
sleep_for,5.439062
sleep_for,6.771970
sleep_for,9.433386
sleep_for,2.746353
sleep_for,1.804354
sleep_for,1.967400
sleep_for,6.234773
sleep_for,8.485324
sleep_for,1.002106
sleep_for,2.317651
sleep_for,11.610889
sleep_for,8.217392
sleep_for,20.951548
sleep_for,7.017167
sleep_for,2.497741
sleep_for,4.465775
sleep_for,5.408986
sleep_for,1.000000
sleep_for,3.931764
sleep_for,6.177676
sleep_for,1.000000
sleep_for,7.585017
sleep_for,4.382620
sleep_for,15.205928
sleep_for,1.000000
sleep_for,1.541643
sleep_for,4.600915
sleep_for,1.758863
sleep_for,6.266238
sleep_for,7.114901
sleep_for,1.000000
sleep_for,3.606236
sleep_for,3.555441
sleep_for,2.304472
sleep_for,13.509709
sleep_for,8.786973
sleep_for,5.973569
sleep_for,6.264531
sleep_for,3.096846
sleep_for,12.691190
sleep_for,5.930590
sleep_for,6.527833
sleep_for,9.891321
sleep_for,1.601519
sleep_for,8.227163
sleep_for,1.086060
sleep_for,2.118211
sleep_for,2.044433
sleep_for,19.204438
sleep_for,9.708398
sleep_for,6.039400
sleep_for,6.492457
sleep_for,4.128513
sleep_for,14.695878
sleep_for,3.428463
sleep_for,2.394356
sleep_for,1.000000
sleep_for,7.713704
sleep_for,6.629646
sleep_for,2.425424
sleep_for,1.000000
sleep_for,9.131672
sleep_for,1.000000
sleep_for,6.081910
sleep_for,17.575826
sleep_for,2.878255
sleep_for,1.339223
sleep_for,6.101714
sleep_for,8.494848
sleep_for,3.953032
sleep_for,17.061586
sleep_for,1.000000
sleep_for,3.513923
sleep_for,6.337296
sleep_for,9.925767
sleep_for,1.000000
sleep_for,8.047277
sleep_for,4.022708
sleep_for,2.525491
sleep_for,1.000000
sleep_for,10.023369
sleep_for,1.000000
sleep_for,1.853781
sleep_for,1.712772
sleep_for,10.255788
sleep_for,5.584436
sleep_for,7.964905
sleep_for,1.441531
sleep_for,4.902468
sleep_for,4.240194
sleep_for,8.943731
sleep_for,11.826936
sleep_for,1.000000
sleep_for,5.604595
sleep_for,1.000000
sleep_for,3.979873
sleep_for,1.695808
sleep_for,1.832015
sleep_for,2.176724
sleep_for,4.854955
sleep_for,2.032703
sleep_for,6.596901
sleep_for,2.591999
sleep_for,1.000000
sleep_for,7.656828
sleep_for,1.682669
sleep_for,2.834925
sleep_for,5.782964
sleep_for,2.020751
sleep_for,1.000000
sleep_for,2.341394
sleep_for,14.452231
sleep_for,5.132403
sleep_for,5.565775
sleep_for,5.002197
sleep_for,1.109423
sleep_for,2.709293
sleep_for,6.950303
sleep_for,1.000000
sleep_for,1.627631
sleep_for,1.617024
sleep_for,2.828336
sleep_for,19.653161
sleep_for,1.000000
sleep_for,3.656333
sleep_for,1.000000
sleep_for,17.646838
sleep_for,1.000000
sleep_for,2.584227
sleep_for,6.694859
sleep_for,6.096353
sleep_for,2.747214
sleep_for,2.127249
sleep_for,2.534271
sleep_for,1.534503
sleep_for,1.149160
sleep_for,3.298946
sleep_for,1.563521
sleep_for,1.694608
sleep_for,5.346569
sleep_for,17.294768
sleep_for,4.627127
sleep_for,1.000000
sleep_for,1.000000
sleep_for,15.123048
sleep_for,1.764061
sleep_for,1.000000
sleep_for,4.569525
sleep_for,4.886162
sleep_for,5.227796
sleep_for,1.555791
sleep_for,1.000000
sleep_for,16.764232
sleep_for,1.444368
sleep_for,5.635465
sleep_for,6.131601
sleep_for,4.708138
sleep_for,1.876431
sleep_for,1.581068
sleep_for,4.552392
sleep_for,10.053147
sleep_for,14.662260
sleep_for,1.000000
sleep_for,1.000000
sleep_for,14.478191
sleep_for,6.669178
sleep_for,10.727643
sleep_for,1.132199
sleep_for,4.428636
sleep_for,6.038893
sleep_for,5.698920
sleep_for,2.622525
sleep_for,1.000000
sleep_for,4.372459
sleep_for,1.459130
sleep_for,2.991497
sleep_for,15.800796
sleep_for,2.546096
sleep_for,9.156711
sleep_for,1.044605
sleep_for,5.580733
sleep_for,18.862817
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.842122
sleep_for,1.000000
sleep_for,6.899263
sleep_for,12.299041
sleep_for,2.845991
sleep_for,1.496828
sleep_for,2.849370
sleep_for,6.426779
sleep_for,1.000000
sleep_for,4.451336
sleep_for,4.750423
sleep_for,5.076251
sleep_for,1.385505
sleep_for,6.259739
sleep_for,1.000000
sleep_for,1.111159
sleep_for,10.496999
sleep_for,6.710874
sleep_for,1.000000
sleep_for,1.427597
sleep_for,1.206579
sleep_for,1.579080
sleep_for,1.422169
sleep_for,1.000000
sleep_for,3.071130
sleep_for,6.597544
sleep_for,4.666316
sleep_for,5.587014
sleep_for,1.000000
sleep_for,15.130000
sleep_for,9.115998
sleep_for,8.176095
sleep_for,8.657570
sleep_for,13.493756
sleep_for,3.929098
sleep_for,1.117481
sleep_for,4.795777
sleep_for,6.791091
sleep_for,6.695478
sleep_for,3.684963
sleep_for,1.000000
sleep_for,2.319018
sleep_for,12.676787
sleep_for,4.390749
sleep_for,3.864546
sleep_for,1.565707
sleep_for,2.297882
sleep_for,11.285482
sleep_for,5.490008
sleep_for,7.741409
sleep_for,3.028846
sleep_for,4.974603
sleep_for,1.427646
sleep_for,6.111716
sleep_for,2.789598
sleep_for,2.921872
sleep_for,5.239439
sleep_for,13.766333
sleep_for,1.000000
sleep_for,8.707516
sleep_for,1.729262
sleep_for,2.934211
sleep_for,1.000000
sleep_for,1.790852
sleep_for,3.492118
sleep_for,1.000000
sleep_for,3.377477
sleep_for,13.094062
sleep_for,1.000000
sleep_for,7.228964
sleep_for,2.635377
sleep_for,5.323573
sleep_for,1.507124
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.026805
sleep_for,5.456486
sleep_for,10.672261
sleep_for,8.413423
sleep_for,5.778046
sleep_for,1.000000
sleep_for,1.706733
sleep_for,1.853919
sleep_for,1.438123
sleep_for,3.618090
sleep_for,3.834548
sleep_for,2.207166
sleep_for,2.183147
sleep_for,8.817481
sleep_for,7.786430
sleep_for,1.839372
sleep_for,12.254755
sleep_for,15.268398
sleep_for,1.978137
sleep_for,2.188069
sleep_for,3.522397
sleep_for,14.161338
sleep_for,10.450266
sleep_for,1.000000
sleep_for,2.493915
sleep_for,4.030137
sleep_for,3.497159
sleep_for,1.077508
sleep_for,9.788484
sleep_for,5.649598
sleep_for,9.097968
sleep_for,9.786625
sleep_for,6.898697
sleep_for,2.892049
sleep_for,4.715057
sleep_for,1.000000
sleep_for,5.598854
sleep_for,1.000000
sleep_for,5.920027
sleep_for,1.304215
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.000000
sleep_for,6.342372
sleep_for,6.591329
sleep_for,3.617345
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.000000
sleep_for,11.075415
sleep_for,1.382305
sleep_for,2.186879
sleep_for,1.000000
sleep_for,1.257466
sleep_for,3.661775
sleep_for,4.679314
sleep_for,1.407521
sleep_for,1.000000
sleep_for,2.479955
sleep_for,1.334193
sleep_for,1.239448
sleep_for,16.077259
sleep_for,4.789478
sleep_for,4.069556
sleep_for,2.687346
sleep_for,2.801343
sleep_for,3.892491
sleep_for,5.960712
sleep_for,6.055761
sleep_for,1.000000
sleep_for,3.466864
sleep_for,2.654785
sleep_for,10.221413
sleep_for,4.990473
sleep_for,3.801823
sleep_for,1.000000
sleep_for,4.652429
sleep_for,1.000000
sleep_for,2.056460
sleep_for,1.000000
sleep_for,5.889473
sleep_for,1.154947
sleep_for,2.486746
sleep_for,11.301211
sleep_for,1.142768
sleep_for,3.544402
sleep_for,2.717361
sleep_for,1.000000
sleep_for,7.869343
sleep_for,1.000000
sleep_for,3.214695
sleep_for,4.112617
sleep_for,4.950042
sleep_for,5.833893
sleep_for,1.460274
sleep_for,1.000000
sleep_for,6.426704
sleep_for,3.835655
sleep_for,9.043034
sleep_for,8.612707
sleep_for,9.267946
sleep_for,3.318861
sleep_for,2.029539
sleep_for,7.840477
sleep_for,3.000964
sleep_for,1.013288
sleep_for,9.654212
sleep_for,10.709133
sleep_for,3.139698
sleep_for,1.000000
sleep_for,2.453694
sleep_for,8.136423
sleep_for,11.602423
sleep_for,1.137470
sleep_for,1.000000
sleep_for,10.492121
sleep_for,2.466606
sleep_for,3.901822
sleep_for,17.220391
sleep_for,1.000000
sleep_for,5.225140
sleep_for,1.000000
sleep_for,2.353771
sleep_for,8.143474
sleep_for,2.841146
sleep_for,29.359267
sleep_for,4.094224
sleep_for,1.936865
sleep_for,1.243020
sleep_for,2.157920
sleep_for,2.330323
sleep_for,1.000000
sleep_for,2.306799
sleep_for,3.120331
sleep_for,6.413957
sleep_for,5.346182
sleep_for,6.168135
sleep_for,1.000000
sleep_for,1.227377
sleep_for,5.418879
sleep_for,3.308140
sleep_for,1.000000
sleep_for,8.160837
sleep_for,7.409834
sleep_for,3.975004
sleep_for,1.000000
sleep_for,7.273188
sleep_for,4.381909
sleep_for,7.615383
sleep_for,6.966534
sleep_for,8.122810
sleep_for,3.649140
sleep_for,1.000000
sleep_for,5.560881
sleep_for,4.844158
sleep_for,6.778888
sleep_for,1.000000
sleep_for,1.084411
sleep_for,11.055024
sleep_for,6.931028
sleep_for,11.942267
sleep_for,7.108889
sleep_for,4.546021
sleep_for,5.308501
sleep_for,10.996891
sleep_for,4.323318
sleep_for,5.003681
sleep_for,1.000000
sleep_for,3.211522
sleep_for,6.300902
sleep_for,1.580015
sleep_for,1.129826
sleep_for,1.883126
sleep_for,1.382067
sleep_for,1.209801
sleep_for,2.765629
sleep_for,11.921065
sleep_for,3.536835
sleep_for,1.040784
sleep_for,1.000000
sleep_for,5.956207
sleep_for,2.412801
sleep_for,8.625112
sleep_for,5.386859
sleep_for,7.954098
sleep_for,1.586901
sleep_for,5.894108
sleep_for,1.533047
sleep_for,13.990023
sleep_for,5.058151
sleep_for,1.961598
sleep_for,1.570211
sleep_for,1.059328
sleep_for,5.931335
sleep_for,1.234080
sleep_for,4.523086
sleep_for,1.536942
sleep_for,5.423088
sleep_for,8.435369
sleep_for,7.525958
sleep_for,7.153349
sleep_for,1.039566
sleep_for,1.000000
sleep_for,6.002375
sleep_for,2.297077
sleep_for,2.831218
sleep_for,1.000000
sleep_for,1.502664
sleep_for,1.000000
sleep_for,10.567506
sleep_for,1.394581
sleep_for,4.074735
sleep_for,1.000000
sleep_for,5.495773
sleep_for,1.950622
sleep_for,11.409952
sleep_for,10.951561
sleep_for,1.967366
sleep_for,11.561203
sleep_for,27.808386
sleep_for,8.726737
sleep_for,9.317502
sleep_for,1.431806
sleep_for,4.298399
sleep_for,1.000000
sleep_for,1.000000
sleep_for,34.028756
sleep_for,1.977370
sleep_for,6.895281
sleep_for,8.216656
sleep_for,9.760461
sleep_for,30.220736
sleep_for,1.382039
sleep_for,1.000000
sleep_for,2.648272
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.234771
sleep_for,7.656329
sleep_for,4.175636
sleep_for,1.875489
sleep_for,5.311527
sleep_for,1.319946
sleep_for,1.000000
sleep_for,7.227110
sleep_for,4.887415
sleep_for,7.183785
sleep_for,1.000000
sleep_for,9.073696
sleep_for,4.831690
sleep_for,4.143636
sleep_for,4.899003
sleep_for,9.991456
sleep_for,4.420770
sleep_for,4.348830
sleep_for,23.377511
sleep_for,7.067920
sleep_for,2.919615
sleep_for,6.144693
sleep_for,2.465178
sleep_for,1.299527
sleep_for,4.542256
sleep_for,13.168108
sleep_for,13.235212
sleep_for,2.092032
sleep_for,3.750466
sleep_for,1.188976
sleep_for,27.166231
sleep_for,19.847707
sleep_for,5.242100
sleep_for,8.158777
sleep_for,6.278088
sleep_for,4.496655
sleep_for,1.000000
sleep_for,3.032686
sleep_for,5.616364
sleep_for,5.658751
sleep_for,2.335022
sleep_for,14.210079
sleep_for,1.000000
sleep_for,3.469332
sleep_for,5.870193
sleep_for,5.972354
sleep_for,5.229705
sleep_for,1.609906
sleep_for,1.000000
sleep_for,5.052187
sleep_for,4.572738
sleep_for,1.000000
sleep_for,6.106259
sleep_for,3.036426
sleep_for,5.509497
sleep_for,9.081298
sleep_for,1.000000
sleep_for,1.000000
sleep_for,7.550284
sleep_for,4.704165
sleep_for,6.013860
sleep_for,9.105580
sleep_for,8.117961
sleep_for,16.210741
sleep_for,3.838654
sleep_for,3.351996
sleep_for,2.569880
sleep_for,1.000000
sleep_for,4.250259
sleep_for,1.621817
sleep_for,12.711038
sleep_for,4.375634
sleep_for,4.492747
sleep_for,2.191941
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.752470
sleep_for,1.000000
sleep_for,4.667782
sleep_for,10.642025
sleep_for,10.724268
sleep_for,5.380030
sleep_for,1.186414
sleep_for,9.938756
sleep_for,10.861884
sleep_for,1.094846
sleep_for,6.686113
sleep_for,1.688001
sleep_for,8.113637
sleep_for,29.458820
sleep_for,1.000000
sleep_for,11.382924
sleep_for,4.872653
sleep_for,18.130954
sleep_for,3.127532
sleep_for,9.399280
sleep_for,1.000000
sleep_for,2.041940
sleep_for,1.000000
sleep_for,18.513499
sleep_for,8.490633
sleep_for,9.571243
sleep_for,13.900301
sleep_for,1.000000
sleep_for,2.435526
sleep_for,1.000000
sleep_for,1.183634
sleep_for,1.302707
sleep_for,3.165976
sleep_for,1.563715
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.000000
sleep_for,18.073834
sleep_for,7.120864
sleep_for,17.172964
sleep_for,2.896776
sleep_for,1.631203
sleep_for,8.004701
sleep_for,1.974510
sleep_for,1.778972
sleep_for,1.323123
sleep_for,1.000000
sleep_for,1.481684
sleep_for,2.195004
sleep_for,5.604201
sleep_for,1.000000
sleep_for,1.181821
sleep_for,8.278028
sleep_for,1.000000
sleep_for,2.097656
sleep_for,9.999786
sleep_for,1.000000
sleep_for,1.000000
sleep_for,3.313458
sleep_for,1.800687
sleep_for,4.143785
sleep_for,8.143228
sleep_for,1.000000
sleep_for,4.345832
sleep_for,3.521129
sleep_for,1.000000
sleep_for,4.890811
sleep_for,1.598550
sleep_for,3.345536
sleep_for,1.000000
sleep_for,3.077081
sleep_for,1.829757
sleep_for,8.640578
sleep_for,1.000000
sleep_for,2.711644
sleep_for,3.066428
sleep_for,6.455031
sleep_for,4.269956
sleep_for,5.501253
sleep_for,7.504023
sleep_for,9.909868
sleep_for,1.883481
sleep_for,3.861198
sleep_for,9.166286
sleep_for,22.758683
sleep_for,11.014573
sleep_for,2.321836
sleep_for,1.085599
sleep_for,3.360771
sleep_for,6.767035
sleep_for,3.391973
sleep_for,3.300311
sleep_for,9.107912
sleep_for,2.242415
sleep_for,9.823237
sleep_for,2.611159
sleep_for,1.989219
sleep_for,3.025589
sleep_for,7.186822
sleep_for,1.000000
sleep_for,1.093388
sleep_for,15.125273
sleep_for,1.000000
sleep_for,4.193493
sleep_for,4.329348
sleep_for,3.363042
sleep_for,5.174601
sleep_for,1.305699
sleep_for,4.022207
sleep_for,2.327455
sleep_for,5.418627
sleep_for,1.000000
sleep_for,4.230063
sleep_for,1.024495
sleep_for,1.633106
sleep_for,1.234043
sleep_for,1.009588
sleep_for,8.735201
sleep_for,1.682314
sleep_for,13.094965
sleep_for,17.520559
sleep_for,4.234529
sleep_for,1.000000
sleep_for,2.346405
sleep_for,7.990815
sleep_for,2.289512
sleep_for,1.000000
sleep_for,4.068500
sleep_for,9.325551
sleep_for,7.946373
sleep_for,1.000000
sleep_for,5.585378
sleep_for,1.245540
sleep_for,1.230830
sleep_for,10.360216
sleep_for,1.436204
sleep_for,1.527515
sleep_for,1.000000
sleep_for,10.226903
sleep_for,7.865405
sleep_for,4.935296
sleep_for,6.936790
sleep_for,1.000000
sleep_for,3.065432
sleep_for,2.163303
sleep_for,1.000000
sleep_for,3.328930
sleep_for,12.675086
sleep_for,1.000000
sleep_for,1.722750
sleep_for,1.163072
sleep_for,1.360006
sleep_for,11.953506
sleep_for,3.156208
sleep_for,3.139601
sleep_for,7.147589
sleep_for,1.000000
sleep_for,3.339984
sleep_for,2.810465
sleep_for,4.542986
sleep_for,38.617648
sleep_for,7.336414
sleep_for,2.536374
sleep_for,8.788328
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.143598
sleep_for,2.080696
sleep_for,3.572679
sleep_for,4.774237
sleep_for,12.073493
sleep_for,3.565260
sleep_for,3.478509
sleep_for,1.000000
sleep_for,1.000000
sleep_for,4.005444
sleep_for,2.882856
sleep_for,9.137360
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.980454
sleep_for,1.355623
sleep_for,1.000000
sleep_for,6.447622
sleep_for,1.000000
sleep_for,4.686544
sleep_for,1.649816
sleep_for,1.000000
sleep_for,2.388176
sleep_for,8.083465
sleep_for,2.488672
sleep_for,6.946889
sleep_for,1.000000
sleep_for,7.408994
sleep_for,1.352049
sleep_for,5.656604
sleep_for,4.171038
sleep_for,13.235579
sleep_for,2.449583
sleep_for,1.000000
sleep_for,1.000000
sleep_for,8.768232
sleep_for,3.719420
sleep_for,7.463701
sleep_for,1.335644
sleep_for,2.116240
sleep_for,1.000000
sleep_for,16.284488
sleep_for,5.511113
sleep_for,13.530642
sleep_for,1.542802
sleep_for,4.726842
sleep_for,5.673788
sleep_for,1.910328
sleep_for,9.422968
sleep_for,14.702572
sleep_for,10.807820
sleep_for,6.717458
sleep_for,1.624945
sleep_for,1.653755
sleep_for,16.533117
sleep_for,1.000000
sleep_for,6.294785
sleep_for,6.125066
sleep_for,4.873435
sleep_for,23.080572
sleep_for,1.868956
sleep_for,2.077364
sleep_for,1.000000
sleep_for,2.924138
sleep_for,1.512615
sleep_for,2.103300
sleep_for,8.996090
sleep_for,13.704250
sleep_for,1.027335
sleep_for,2.330129
sleep_for,13.199428
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.000000
sleep_for,4.521969
sleep_for,1.000000
sleep_for,17.222046
sleep_for,2.959406
sleep_for,3.480939
sleep_for,1.416184
sleep_for,3.183459
sleep_for,5.422269
sleep_for,6.955070
sleep_for,7.009438
sleep_for,4.312460
sleep_for,11.735809
sleep_for,8.502501
sleep_for,7.074459
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.194125
sleep_for,5.446136
sleep_for,2.648322
sleep_for,2.574221
sleep_for,10.796187
sleep_for,11.295849
sleep_for,11.994118
sleep_for,1.883500
sleep_for,5.872973
sleep_for,1.584752
sleep_for,1.057371
sleep_for,1.020581
sleep_for,2.093570
sleep_for,2.810223
sleep_for,8.887779
sleep_for,1.000000
sleep_for,6.638728
sleep_for,3.790615
sleep_for,1.698003
sleep_for,3.394442
sleep_for,1.782961
sleep_for,4.532716
sleep_for,2.844427
sleep_for,1.000000
sleep_for,1.000000
sleep_for,3.955958
sleep_for,11.635057
sleep_for,2.107650
sleep_for,6.602535
sleep_for,5.374401
sleep_for,13.408618
sleep_for,8.601317
sleep_for,4.180532
sleep_for,5.350569
sleep_for,11.432893
sleep_for,2.550120
sleep_for,1.978525
sleep_for,1.000000
sleep_for,8.759360
sleep_for,8.071767
sleep_for,1.000000
sleep_for,4.300230
sleep_for,3.117935
sleep_for,1.000000
sleep_for,19.704229
sleep_for,1.208421
sleep_for,1.000000
sleep_for,4.517457
sleep_for,6.713621
sleep_for,1.000000
sleep_for,5.375226
sleep_for,3.799554
sleep_for,1.000000
sleep_for,1.000000
sleep_for,4.196351
sleep_for,1.757425
sleep_for,13.928632
sleep_for,8.539120
sleep_for,20.542382
sleep_for,1.503302
sleep_for,17.486939
sleep_for,2.821430
sleep_for,2.134865
sleep_for,1.000000
sleep_for,1.000000
sleep_for,5.888460
sleep_for,3.061791
sleep_for,1.284288
sleep_for,4.759205
sleep_for,1.457501
sleep_for,4.309389
sleep_for,2.225258
sleep_for,8.673652
sleep_for,8.593367
sleep_for,3.244220
sleep_for,2.160219
sleep_for,2.251474
sleep_for,8.192133
sleep_for,1.988820
sleep_for,1.172662
sleep_for,1.000000
sleep_for,3.143291
sleep_for,3.290175
sleep_for,9.191385
sleep_for,1.250253
sleep_for,2.398180
sleep_for,8.261877
sleep_for,8.675675
sleep_for,2.427504
sleep_for,3.072826
sleep_for,1.806901
sleep_for,13.482205
sleep_for,1.000000
sleep_for,13.571556
sleep_for,5.757953
sleep_for,3.791866
sleep_for,1.000000
sleep_for,3.227466
sleep_for,2.619116
sleep_for,1.000000
sleep_for,5.341525
sleep_for,17.728384
sleep_for,4.129838
sleep_for,6.272004
sleep_for,1.000000
sleep_for,2.703564
sleep_for,1.000000
sleep_for,4.744016
sleep_for,13.942140
sleep_for,5.420260
sleep_for,1.000000
sleep_for,2.189938
sleep_for,3.999915
sleep_for,2.580931
sleep_for,8.968126
sleep_for,8.428113
sleep_for,4.731573
sleep_for,2.337697
sleep_for,1.474113
sleep_for,1.000000
sleep_for,2.191732
sleep_for,2.665122
sleep_for,5.632327
sleep_for,5.367060
sleep_for,1.000000
sleep_for,2.514778
sleep_for,1.003113
sleep_for,1.000000
sleep_for,8.781059
sleep_for,1.000000
sleep_for,2.716597
sleep_for,1.000000
sleep_for,10.573488
sleep_for,4.071385
sleep_for,1.315797
sleep_for,3.490068
sleep_for,6.574268
sleep_for,15.864497
sleep_for,1.245167
sleep_for,10.865763
sleep_for,13.613595
sleep_for,12.409788
sleep_for,5.044969
sleep_for,4.968838
sleep_for,2.580955
sleep_for,6.979661
sleep_for,3.788898
sleep_for,5.657301
sleep_for,2.797086
sleep_for,6.574456
sleep_for,8.699770
sleep_for,1.000000
sleep_for,8.946703
sleep_for,3.885868
sleep_for,9.310885
sleep_for,2.822026
sleep_for,2.382447
sleep_for,12.329094
sleep_for,1.446212
sleep_for,9.296306
sleep_for,3.308442
sleep_for,3.608715
sleep_for,1.844231
sleep_for,4.255351
sleep_for,1.966778
sleep_for,1.000000
sleep_for,1.587262
sleep_for,1.000000
sleep_for,19.164855
sleep_for,16.869936
sleep_for,2.513918
sleep_for,6.516588
sleep_for,2.121757
sleep_for,5.559904
sleep_for,8.184818
sleep_for,14.664374
sleep_for,2.555897
sleep_for,7.646160
sleep_for,1.545744
sleep_for,23.194826
sleep_for,1.000000
sleep_for,4.625759
sleep_for,5.386789
sleep_for,5.824491
sleep_for,1.000000
sleep_for,13.946013
sleep_for,1.000000
sleep_for,4.874281
sleep_for,1.259491
sleep_for,1.835188
sleep_for,3.953343
sleep_for,2.699500
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.707668
sleep_for,7.079295
sleep_for,11.412180
sleep_for,1.000000
sleep_for,2.496988
sleep_for,1.000000
sleep_for,1.000000
sleep_for,5.419387
sleep_for,4.612166
sleep_for,1.000000
sleep_for,1.331644
sleep_for,1.000000
sleep_for,9.007449
sleep_for,18.382896
sleep_for,1.000000
sleep_for,1.316412
sleep_for,10.140303
sleep_for,13.049887
sleep_for,2.720425
sleep_for,1.000000
sleep_for,1.000000
sleep_for,4.265991
sleep_for,2.495269
sleep_for,1.000000
sleep_for,4.376372
sleep_for,1.000000
sleep_for,7.741055
sleep_for,1.829536
sleep_for,1.000000
sleep_for,4.437936
sleep_for,2.534869
sleep_for,18.210058
sleep_for,3.928491
sleep_for,1.609568
sleep_for,6.179706
sleep_for,1.583783
sleep_for,11.729723
sleep_for,2.347794
sleep_for,3.991078
sleep_for,1.000000
sleep_for,2.776686
sleep_for,8.929788
sleep_for,8.190442
sleep_for,1.270067
sleep_for,1.281428
sleep_for,8.499694
sleep_for,13.324840
sleep_for,1.000000
sleep_for,2.989718
sleep_for,2.058329
sleep_for,10.227654
sleep_for,1.000000
sleep_for,1.185743
sleep_for,6.981084
sleep_for,1.000000
sleep_for,3.391641
sleep_for,2.917941
sleep_for,2.035341
sleep_for,2.509101
sleep_for,3.774481
sleep_for,1.000000
sleep_for,4.243112
sleep_for,8.184876
sleep_for,7.138936
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.561065
sleep_for,2.239839
sleep_for,2.625093
sleep_for,5.692443
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.487167
sleep_for,5.972814
sleep_for,1.074856
sleep_for,5.129196
sleep_for,1.504364
sleep_for,10.861562
sleep_for,11.301938
sleep_for,1.764035
sleep_for,1.306783
sleep_for,2.649227
sleep_for,1.375683
sleep_for,5.579563
sleep_for,8.745359
sleep_for,5.590384
sleep_for,8.696322
sleep_for,2.529125
sleep_for,1.000000
sleep_for,6.696118
sleep_for,2.235144
sleep_for,5.562605
sleep_for,1.577966
sleep_for,1.000000
sleep_for,24.519091
sleep_for,1.000000
sleep_for,22.292808
sleep_for,18.922534
sleep_for,7.894983
sleep_for,5.385570
sleep_for,4.311464
sleep_for,10.053368
sleep_for,1.708506
sleep_for,3.152564
sleep_for,4.829900
sleep_for,2.648263
sleep_for,2.788594
sleep_for,2.004513
sleep_for,4.153224
sleep_for,9.504788
sleep_for,1.125279
sleep_for,13.623417
sleep_for,5.841221
sleep_for,8.665752
sleep_for,4.061801
sleep_for,7.559667
sleep_for,1.000000
sleep_for,8.529205
sleep_for,1.000000
sleep_for,11.032439
sleep_for,24.118340
sleep_for,1.741178
sleep_for,1.180628
sleep_for,7.248586
sleep_for,1.458627
sleep_for,10.033275
sleep_for,1.000000
sleep_for,1.000000
sleep_for,19.352380
sleep_for,5.601819
sleep_for,9.382903
sleep_for,1.960248
sleep_for,5.642530
sleep_for,4.509990
sleep_for,4.620986
sleep_for,5.736899
sleep_for,4.282558
sleep_for,2.802377
sleep_for,1.614286
sleep_for,7.317634
sleep_for,1.282677
sleep_for,5.894033
sleep_for,1.328512
sleep_for,4.908550
sleep_for,6.873376
sleep_for,1.234069
sleep_for,1.000000
sleep_for,1.000000
sleep_for,4.656983
sleep_for,9.467181
sleep_for,1.000000
sleep_for,6.624139
sleep_for,2.087577
sleep_for,3.255502
sleep_for,13.215496
sleep_for,2.017122
sleep_for,3.130593
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.496018
sleep_for,1.000000
sleep_for,4.989881
sleep_for,2.779101
sleep_for,3.971972
sleep_for,1.000000
sleep_for,1.754402
sleep_for,5.450609
sleep_for,16.805470
sleep_for,1.000000
sleep_for,11.053874
sleep_for,4.300511
sleep_for,4.149643
sleep_for,3.468522
sleep_for,1.000000
sleep_for,1.000000
sleep_for,4.592867
sleep_for,2.084844
sleep_for,12.460748
sleep_for,2.609353
sleep_for,1.000000
sleep_for,6.271400
sleep_for,1.736123
sleep_for,3.727155
sleep_for,5.983874
sleep_for,11.526148
sleep_for,7.855684
sleep_for,5.640634
sleep_for,5.691443
sleep_for,14.586884
sleep_for,1.753635
sleep_for,1.000000
sleep_for,1.586959
sleep_for,1.228808
sleep_for,5.421101
sleep_for,5.021671
sleep_for,4.500382
sleep_for,1.000000
sleep_for,6.524089
sleep_for,1.954339
sleep_for,5.468959
sleep_for,4.066172
sleep_for,2.098309
sleep_for,1.000000
sleep_for,1.000000
sleep_for,8.904642
sleep_for,12.529479
sleep_for,5.246084
sleep_for,1.000000
sleep_for,2.571050
sleep_for,6.527061
sleep_for,7.566570
sleep_for,1.000000
sleep_for,1.000000
sleep_for,6.226354
sleep_for,2.204914
sleep_for,1.468376
